Symbol,baseMean,log2FoldChange,padj
Ankrd52,5018.174,0.749,0.0
Zfp395,7752.393,-0.817,0.0
Basp1,1991.582,1.268,0.0
Esm1,4428.156,-2.596,0.0
Mafb,11247.387,-0.646,0.0
Ptk2b,3175.472,-0.954,0.0
Fam13a,2393.058,-1.007,0.0
Eepd1,3159.686,-0.815,0.0
Fkbp7,6237.3,-0.693,0.0
Ccna2,959.648,1.877,0.0
Foxk2,5209.996,0.609,0.0
Ppp1r14b,4032.416,0.744,0.0
Igsf10,4880.331,1.079,0.0
Thbs3,2800.463,0.869,0.0
Cc2d2a,4598.674,0.758,0.0
Kif11,629.06,1.9,0.0
Mapk8ip3,6327.808,-0.882,0.0
Sil1,8494.212,-0.788,0.0
Abcd2,2782.433,-0.808,0.0
Dhrs4,2025.828,0.82,0.0
Ect2,550.587,1.83,0.0
Aebp1,276494.85,-0.707,0.0
Lrdd,1135.541,-1.333,0.0
Cdk2ap2,3666.463,0.726,0.0
Fam111a,1386.233,1.1,0.0
Ggt5,2000.464,-1.027,0.0
Egr1,3804.99,0.997,0.0
Smek2,6440.525,0.661,0.0
Steap3,8187.902,-0.815,0.0
Dgat2,23097.65,-0.676,0.0
Magt1,4141.263,0.717,0.0
Vstm2a,163.03,2.886,0.0
Fbxo7,1736.491,-0.963,0.0
Ogn,100572.901,-1.217,0.0
1700007K13Rik,466.535,-1.935,0.0
Zfp783,661.797,-1.452,0.0
Tpx2,1565.669,1.163,0.0
Ephx2,5489.962,0.64,0.0
Mylk,3307.093,0.882,0.0
Pcolce2,3598.967,-0.928,0.0
S1pr2,3159.749,0.702,0.0
1190002H23Rik,3454.805,-0.984,0.0
Rassf1,4517.234,0.696,0.0
Ufd1l,6690.281,-0.601,0.0
Col5a3,5267.299,0.772,0.0
Serpina3h,188.45,2.79,0.0
Thbs2,34992.964,0.669,0.0
Cdh19,1134.206,-1.192,0.0
2810417H13Rik,451.403,2.226,0.0
Gpr81,762.225,-1.363,0.0
Podn,11788.041,-1.315,0.0
Nck2,3643.997,-0.652,0.0
Lpin2,3003.829,-0.634,0.0
Uhrf1,842.325,1.638,0.0
Prmt2,2170.64,0.946,0.0
Rhbdd2,2866.179,-0.701,0.0
Tsku,6756.718,-0.729,0.0
Ddx21,6308.392,0.596,0.0
Sphk1,4133.412,-0.739,0.0
Plp2,7146.187,0.696,0.0
Igdcc4,3783.658,-1.013,0.0
Farp2,2082.198,0.948,0.0
Brms1l,2968.461,0.749,0.0
Cnn1,692.259,-2.024,0.0
Serpina3m,1951.099,-1.187,0.0
Mbp,771.152,-1.338,0.0
Clcc1,3855.048,-0.592,0.0
Cd55,1729.229,-1.147,0.0
Fus,13743.452,-0.724,0.0
A430110N23Rik,5067.88,-0.885,0.0
Foxg1,3608.162,1.001,0.0
Nras,4572.618,0.653,0.0
Plec,28788.911,0.756,0.0
Ldlr,2678.859,0.987,0.0
Stc2,1775.707,-1.097,0.0
Kifc3,3218.806,0.714,0.0
Trib2,6510.336,0.764,0.0
Adamtsl1,585.268,-2.01,0.0
Slc48a1,49388.018,-0.59,0.0
Ccnb2,685.003,1.668,0.0
Cxcl5,117261.599,1.718,0.0
Cacnb3,3407.18,0.753,0.0
1110002L01Rik,1051.503,1.034,0.0
Ucp2,2155.653,-1.956,0.0
Timp1,102694.644,-0.698,0.0
Gadd45a,4094.749,-0.685,0.0
Cyp51,2321.143,1.012,0.0
P4htm,413.789,-1.69,0.0
Dhrs3,9218.753,-0.616,0.0
Adamts7,1323.787,1.122,0.0
Mmp11,9568.611,-0.803,0.0
Iqgap3,495.027,1.501,0.0
Nkain1,1554.617,1.093,0.0
Pcdh19,5331.697,1.122,0.0
Gas7,1348.721,1.099,0.0
Ehbp1l1,7906.555,-0.589,0.0
Gbp4,361.873,-2.398,0.0
Hn1,3970.079,0.743,0.0
Errfi1,16043.009,0.819,0.0
Nr1d1,9733.59,-0.874,0.0
Susd2,1833.689,-1.246,0.0
Chordc1,2336.808,0.86,0.0
Meis2,3713.067,0.692,0.0
Col11a1,12184.463,0.697,0.0
Tmco3,3231.76,0.719,0.0
Cntn1,1573.38,-1.221,0.0
Slc25a24,5779.336,0.586,0.0
Pdgfrb,12607.335,0.685,0.0
Sucnr1,1729.804,-0.926,0.0
Tufm,4591.861,0.595,0.0
Aldh2,27725.24,-0.691,0.0
Arsa,8926.482,-0.614,0.0
Blvrb,9593.261,-0.739,0.0
BC013529,9631.147,-0.587,0.0
Prepl,4507.834,-0.592,0.0
Lect1,9747.271,-1.504,0.0
Npr3,2442.879,-1.182,0.0
Gabpa,3923.315,0.605,0.0
Spcs3,7131.076,0.673,0.0
Creg1,4601.512,-0.6,0.0
Cpox,2618.94,-0.69,0.0
Flnb,43326.092,0.687,0.0
Rbm3,15887.632,0.785,0.0
Nt5e,12240.44,-0.977,0.0
Slc7a10,149.944,-3.683,0.0
11-Sep,6498.596,0.784,0.0
Trim59,1165.129,1.052,0.0
Tmem86a,4350.903,-0.763,0.0
Vcan,15969.212,-0.863,0.0
2310015A10Rik,993.766,1.035,0.0
Kif23,550.723,1.61,0.0
Tst,1583.197,-0.843,0.0
Adm2,390.019,-2.175,0.0
Gja1,13160.393,-0.834,0.0
Pim3,6058.05,-0.695,0.0
Lcat,727.732,-1.423,0.0
Pigq,4231.076,0.592,0.0
Ttc39c,2053.331,-0.7,0.0
Gtf3c5,2760.72,0.702,0.0
Arhgap18,604.92,1.689,0.0
Kpna2,4277.763,0.821,0.0
Rusc2,6778.378,-0.774,0.0
4930402H24Rik,4785.903,0.637,0.0
Man2b2,17708.145,-0.594,0.0
Klhdc8a,2370.267,0.847,0.0
Asah2,3970.537,-0.736,0.0
Birc5,472.003,1.722,0.0
Il18rap,1276.053,0.995,0.0
Aqp5,170.72,2.647,0.0
Aoc3,24264.518,-0.625,0.0
B3galtl,2880.452,0.65,0.0
Ltbp2,125925.51,-0.76,0.0
Evl,1887.818,0.669,0.0
Cdca3,775.063,1.162,0.0
Bub1b,775.131,1.446,0.0
Ly75,848.5,1.143,0.0
Fam59b,374.132,1.76,0.0
Ncoa5,2250.681,0.65,0.0
Insig1,3178.48,0.84,0.0
Fxyd1,7727.26,-0.728,0.0
Nudt4,34324.74,-0.709,0.0
Tead2,2853.216,0.842,0.0
Tbkbp1,1424.47,-0.937,0.0
Col14a1,284.412,-2.288,0.0
4933424B01Rik,1761.122,0.785,0.0
Fuca2,4198.516,-0.741,0.0
F2rl1,129.522,3.335,0.0
Orai3,3023.357,-0.749,0.0
Itih5,13278.294,1.272,0.0
D030045P18Rik,275.492,1.902,0.0
Mtus1,7716.545,-0.654,0.0
Aspm,448.086,1.504,0.0
Atp1b2,3929.206,-0.678,0.0
Pdp1,5042.143,0.78,0.0
Kif20b,452.228,1.589,0.0
Slc2a9,664.982,-1.303,0.0
Clcn4-2,4653.984,0.599,0.0
Maob,4509.228,-0.604,0.0
2310061I04Rik,634.017,1.049,0.0
Cisd3,1541.918,0.761,0.0
Tfrc,10291.003,-0.869,0.0
Dusp3,3083.77,0.739,0.0
Col28a1,602.569,1.877,0.0
Tmem87b,5946.949,-0.61,0.0
Ogt,8185.929,0.634,0.0
E2f8,145.018,2.411,0.0
H2afy2,1879.62,0.763,0.0
Trp53inp1,13396.4,-0.837,0.0
Nlrc5,1596.734,-1.049,0.0
Rasd1,1227.543,0.934,0.0
Mt1,54846.846,-1.03,0.0
Pgd,26831.324,-0.592,0.0
Nnt,1089.315,0.981,0.0
Irs2,3925.824,-0.659,0.0
Scg2,181.471,-2.983,0.0
Gstm1,16783.246,-0.721,0.0
Slit2,15313.223,0.663,0.0
Car12,270.716,2.115,0.0
Zfp521,6111.161,0.651,0.0
Tmbim4,5250.232,-0.671,0.0
3300005D01Rik,148.972,2.731,0.0
Cacna1c,1261.093,1.087,0.0
2610109H07Rik,1748.426,-1.277,0.0
Klhl21,3614.891,-0.768,0.0
Ptprn,914.303,1.22,0.0
Ces2g,3834.159,-0.757,0.0
Hist2h3c1,317.785,2.479,0.0
Lypd6b,467.366,-1.285,0.0
Dpy19l3,2023.351,0.685,0.0
Phyhipl,684.156,-1.293,0.0
Cenpf,589.955,1.7,0.0
Polr3b,1495.405,0.804,0.0
BC031353,4161.688,-0.606,0.0
Pdia5,1573.82,0.856,0.0
Mogat1,262.413,-2.174,0.0
Mcm5,503.857,1.706,0.0
1500009L16Rik,1979.799,-0.812,0.0
Clspn,342.925,1.672,0.0
Bace2,525.794,-1.48,0.0
Mki67,2041.106,1.887,0.0
Lmnb1,627.813,1.403,0.0
Cst3,106614.191,-0.603,0.0
Loxl1,11255.811,0.727,0.0
Nr2f2,3613.344,0.771,0.0
Snhg12,1238.088,-0.974,0.0
Ffar2,1157.664,0.934,0.0
Fzd2,4607.837,0.66,0.0
Aurkb,384.535,1.722,0.0
Kif15,258.806,1.899,0.0
Dgkz,1986.696,0.655,0.0
Gadd45b,3565.076,-0.623,0.0
Eps8,4103.434,0.587,0.0
Zrsr1,3710.594,-0.721,0.0
Cep55,287.068,1.93,0.0
Rbm45,1542.769,0.934,0.0
Lrp3,3527.176,-0.938,0.0
Vti1a,2264.651,0.815,0.0
Vat1l,284.162,-2.241,0.0
Fndc1,10761.016,-0.721,0.0
Tusc5,960.198,-1.012,0.0
Esr1,1248.951,-0.951,0.0
Atp8b4,353.212,1.506,0.0
Mrvi1,419.068,-1.8,0.0
Rgl2,2142.636,0.654,0.0
Il17re,1618.547,-0.842,0.0
Whsc1,2259.13,0.823,0.0
Car9,33877.486,-1.328,0.0
Bub1,361.923,1.865,0.0
Ckap2l,606.242,1.099,0.0
Ypel5,9640.232,-0.604,0.0
Mex3a,2494.648,0.738,0.0
C1qtnf3,175.017,-2.401,0.0
B3galnt2,2261.155,0.942,0.0
Smc4,4075.323,0.696,0.0
Cplx2,484.423,1.136,0.0
Alpl,1175.998,-1.227,0.0
Fam65c,451.308,1.631,0.0
Kcnf1,796.827,1.243,0.0
Gbe1,6425.162,-0.791,0.0
Ankrd29,422.446,1.306,0.0
Tsc22d3,3541.705,-0.651,0.0
Agpat2,3734.683,0.732,0.0
Kif2c,435.009,1.524,0.0
Serpina3f,1190.55,0.97,0.0
St6galnac6,5256.154,-0.624,0.0
Dapk1,20057.124,-0.601,0.0
Frmd4a,2980.866,0.838,0.0
Lamc3,85.407,3.257,0.0
Kntc1,321.299,1.786,0.0
Rac3,3012.139,0.594,0.0
Olfr1033,258.665,1.608,0.0
Lrrc45,1476.038,0.706,0.0
Rbms3,2823.45,0.679,0.0
Lrfn3,955.282,-0.933,0.0
Itgb7,149.261,2.254,0.0
Vegfa,15899.276,-0.693,0.0
Pdzd4,778.642,1.031,0.0
Ubqln4,2669.862,0.632,0.0
Cenpe,674.201,1.201,0.0
Stmn1,985.291,1.326,0.0
Ache,130.067,-3.105,0.0
Grhl1,490.165,-1.341,0.0
Mob3a,2834.627,0.601,0.0
Thrb,1973.492,-0.705,0.0
Mocos,2253.732,-0.91,0.0
Susd5,2884.616,-0.713,0.0
Atp10d,2348.223,-0.619,0.0
Dkc1,1553.693,0.98,0.0
Xrcc5,2608.148,0.681,0.0
Vamp4,3570.551,-0.672,0.0
Aldh5a1,1282.886,-0.784,0.0
2610020H08Rik,795.842,-1.033,0.0
Atp1b1,713.385,1.444,0.0
Crip1,607.624,1.191,0.0
Tctn1,2232.237,-0.838,0.0
2410006H16Rik,4680.065,-0.652,0.0
Niacr1,340.852,-1.927,0.0
Fam171a2,1669.259,0.75,0.0
Mtss1l,21683.107,-0.612,0.0
Lamb3,1008.788,-1.36,0.0
Synm,1034.311,-1.2,0.0
Stx2,2206.747,0.716,0.0
Tbc1d2,1828.452,-0.724,0.0
Aspg,1299.271,-1.129,0.0
Meis1,2934.82,0.616,0.0
Pdgfd,236.173,1.874,0.0
Cntnap1,2249.187,-0.789,0.0
Atp10a,3206.586,0.702,0.0
Slc16a9,2689.933,-0.756,0.0
Dock9,1120.286,0.824,0.0
Pcdhga5,1274.316,-0.9,0.0
Rasl12,993.822,-0.933,0.0
Nxph4,4518.778,-0.836,0.0
Ptgir,788.386,1.018,0.0
Chst1,1876.856,0.766,0.0
Ager,274.477,-1.737,0.0
Tmod2,353.376,1.465,0.0
Nrbf2,3114.062,-0.595,0.0
Ogdhl,1781.171,-0.77,0.0
Tinagl1,5124.287,0.673,0.0
Tyms,981.71,1.024,0.0
Svop,688.868,-2.99,0.0
Spon2,644.416,1.713,0.0
Wwc1,326.887,1.588,0.0
Whamm,1681.779,-0.783,0.0
Als2cl,3662.087,0.679,0.0
Hist1h2ac,167.435,2.102,0.0
Slit3,10184.317,0.62,0.0
Rasgrf2,379.763,-1.723,0.0
Trp53i13,2397.846,-0.644,0.0
Plau,1850.843,1.061,0.0
Carns1,1947.599,0.856,0.0
Prex2,614.182,1.214,0.0
Abhd14b,1661.672,0.69,0.0
Camk2a,332.813,1.321,0.0
Ctbs,1602.829,-0.641,0.0
Trnau1ap,2827.289,-0.636,0.0
Gas2,684.21,1.109,0.0
Naglu,6785.89,-0.624,0.0
Cxcl10,6034.302,-1.578,0.0
Fam64a,319.091,1.412,0.0
