Symbol,baseMean,log2FoldChange,padj
Scube3,2582.809,-1.238,0.0
Siae,3235.382,-1.252,0.0
Sgk1,11052.943,1.076,0.0
Iars2,9060.987,0.709,0.0
Tbc1d20,5361.765,0.744,0.0
Slc39a8,1305.057,1.553,0.0
C2,5323.862,-1.121,0.0
Itfg1,18876.793,-0.638,0.0
Cgnl1,13214.257,0.668,0.0
Ftsj3,4705.564,0.944,0.0
Mndal,3033.716,-1.646,0.0
Sil1,8494.212,-1.105,0.0
Smpdl3b,1146.726,1.873,0.0
Fam113a,1872.301,-1.332,0.0
Aoc3,24264.518,-0.98,0.0
Parp10,2282.412,-1.837,0.0
Fuz,1307.303,-1.293,0.0
Slc20a2,6171.587,1.154,0.0
Phlda3,29787.797,-0.783,0.0
Prelid2,479.715,-2.082,0.0
Lgals3bp,107401.166,-1.259,0.0
Ppp1r14b,4032.416,1.034,0.0
Egln1,13586.568,-0.975,0.0
Carns1,1947.599,1.589,0.0
Prps2,4510.687,-0.855,0.0
Casp4,2703.216,-1.124,0.0
Tsc22d3,3541.705,-1.102,0.0
Gfpt1,7570.172,-0.735,0.0
Slc39a10,2795.232,-1.013,0.0
Klhdc8a,2370.267,1.316,0.0
Fndc3a,14597.561,-0.828,0.0
Lman1,14637.035,-0.714,0.0
Pde1a,5902.1,0.931,0.0
Isg20,2169.549,-1.688,0.0
Arrdc3,9225.766,-0.889,0.0
Fbxo17,1219.426,1.401,0.0
Col3a1,466376.8,-0.792,0.0
Ncl,33673.706,0.757,0.0
Bzw1,26020.695,0.828,0.0
Ykt6,12073.434,0.848,0.0
Fdps,2607.699,1.317,0.0
Susd2,1833.689,-1.799,0.0
Car11,1017.725,-1.702,0.0
Sema3b,2148.515,-1.762,0.0
Ogn,100572.901,-1.675,0.0
Trim47,4537.128,-0.92,0.0
Abhd4,17280.031,-0.872,0.0
Eif3b,12798.215,0.648,0.0
Epb4.1l3,5882.709,1.048,0.0
Specc1,1458.024,1.409,0.0
Hnrnpab,13752.053,0.802,0.0
Tpcn2,2520.166,1.356,0.0
Adamtsl4,9515.495,-1.32,0.0
D4Wsu53e,5940.669,-1.201,0.0
Srsf2,7708.242,1.06,0.0
Emilin1,48649.343,-0.876,0.0
Map3k7,7695.325,0.917,0.0
Gfra1,4973.761,1.11,0.0
Tbl3,3392.163,1.082,0.0
Phkb,6081.814,-0.809,0.0
Taf15,3983.072,-0.885,0.0
Asap1,17074.958,0.713,0.0
Hs1bp3,3438.03,-1.033,0.0
Sdf2l1,1457.133,-1.401,0.0
Rrm1,4405.302,0.946,0.0
Tia1,2255.081,1.045,0.0
Serf2,26905.119,-0.701,0.0
S1pr3,19881.541,-0.87,0.0
Triobp,7791.289,-1.147,0.0
Limd2,2312.605,1.08,0.0
Sprr1a,291.504,3.643,0.0
Ctsf,9084.218,-0.911,0.0
Rhob,15177.403,-0.869,0.0
Serpina3f,1190.55,1.639,0.0
Cct3,13464.113,0.773,0.0
Ifi27l1,18694.394,-0.972,0.0
Tnfrsf10b,5165.853,-0.853,0.0
Syt17,625.464,-1.762,0.0
Hk2,4184.14,-1.088,0.0
Slc12a4,13135.29,-0.687,0.0
Ttc13,3331.885,0.847,0.0
Inhba,6205.354,-1.141,0.0
Farp1,9707.468,0.94,0.0
Adamts7,1323.787,1.587,0.0
Aqp1,29699.723,1.18,0.0
Acsl1,17400.991,0.972,0.0
Fam13a,2393.058,-1.297,0.0
Slc1a4,16278.193,-0.852,0.0
Ifngr1,16769.252,-0.658,0.0
Dpp7,2051.245,-1.521,0.0
Aldh7a1,6820.105,-1.008,0.0
Ptk2b,3175.472,-1.224,0.0
Pisd-ps1,7236.639,-0.921,0.0
D3Ertd751e,1022.646,-1.691,0.0
Eda2r,2981.214,-1.074,0.0
Gbp5,2678.711,-1.666,0.0
Pgm2,11310.392,-0.654,0.0
Dcaf4,2245.138,-0.981,0.0
Asph,17012.772,-0.684,0.0
Arsg,1428.765,1.166,0.0
Pycard,458.179,-2.317,0.0
Fam63a,6522.645,0.731,0.0
Itga3,6667.192,1.017,0.0
Lrpap1,23505.221,-0.701,0.0
Niacr1,340.852,-3.123,0.0
Zyx,16247.93,0.996,0.0
Vash2,460.444,2.024,0.0
Sesn2,4915.567,-0.89,0.0
Gys1,12340.376,-0.951,0.0
Glb1,8025.687,-0.79,0.0
Canx,38424.209,-0.63,0.0
Zfr2,1009.025,-1.706,0.0
Hgf,3750.105,-0.847,0.0
Banp,1131.61,-1.356,0.0
Alg5,3706.95,0.859,0.0
Vasp,6841.062,0.68,0.0
Ppm1g,5978.258,0.696,0.0
Ccl7,12567.146,-1.222,0.0
Top2a,2913.772,1.607,0.0
Athl1,2549.445,-1.015,0.0
Mtch2,9147.382,0.81,0.0
Cfd,90117.964,-1.072,0.0
Myo1b,4473.561,0.96,0.0
Gbp4,361.873,-3.229,0.0
Ankrd13a,6922.803,0.732,0.0
Memo1,3450.793,1.205,0.0
Bhlhe40,17480.379,-1.134,0.0
Ch25h,1708.866,1.474,0.0
C1ra,39792.044,-0.765,0.0
Kif21a,4104.594,-0.926,0.0
Epas1,10318.578,-0.78,0.0
Eif5a,29994.489,0.601,0.0
Slc16a3,9260.163,-1.149,0.0
Ccnyl1,1974.279,0.999,0.0
1190002N15Rik,4893.76,-1.116,0.0
Adam15,16916.342,-0.712,0.0
Afap1l2,531.342,-2.211,0.0
Dhrs4,2025.828,1.043,0.0
Tusc5,960.198,-1.527,0.0
Gm15987,1514.922,-1.091,0.0
Derl3,283.354,-3.263,0.0
Cd81,52736.241,-0.631,0.0
Mtus1,7716.545,-0.945,0.0
Psmc4,8330.076,0.672,0.0
2410002F23Rik,3010.558,0.879,0.0
Tubb5,46196.548,0.733,0.0
Adamtsl1,585.268,-2.634,0.0
Cox4nb,3279.226,0.89,0.0
Fam59b,374.132,2.617,0.0
Nlrc5,1596.734,-1.525,0.0
Prkrir,7927.165,0.605,0.0
Ogfod1,2521.514,-0.96,0.0
Ccar1,6316.475,0.951,0.0
Tlr2,9772.064,-0.733,0.0
Tpx2,1565.669,1.488,0.0
Pip5k1c,4103.71,0.802,0.0
Birc5,472.003,2.503,0.0
Foxo1,4693.824,-0.732,0.0
Efemp2,59837.895,-0.806,0.0
Cacna1g,7801.066,-0.97,0.0
Akt1,20179.461,0.629,0.0
Gstm1,16783.246,-1.064,0.0
Fzd6,643.957,2.243,0.0
Trim25,8694.862,-0.811,0.0
Fam20b,10208.18,-0.659,0.0
Dhrs9,5005.967,-1.046,0.0
Necap2,5797.824,0.743,0.0
Slc25a22,3356.396,-0.962,0.0
Eepd1,3159.686,-0.997,0.0
Slc38a2,20997.652,0.769,0.0
Fabp5,12469.712,1.017,0.0
Klra2,1209.315,-1.142,0.0
1190005F20Rik,1887.438,-1.091,0.0
Gdf15,481.512,-2.373,0.0
Slc37a2,387.793,-2.254,0.0
Ly75,848.5,1.623,0.0
Mafb,11247.387,-0.789,0.0
Stbd1,667.194,-1.745,0.0
Naalad2,799.647,-1.713,0.0
Creg1,4601.512,-0.804,0.0
Tmem66,19314.441,-0.649,0.0
Tcf12,10898.817,0.654,0.0
6720456H20Rik,2545.457,-0.921,0.0
F2r,5993.227,0.843,0.0
Cyp2d22,964.478,-1.475,0.0
Adm2,390.019,-2.924,0.0
Plaur,1824.662,1.426,0.0
Stat1,21949.79,-1.172,0.0
Cyb5r3,69835.493,0.624,0.0
Gm12942,948.883,-1.958,0.0
Eif4e2,5705.984,0.687,0.0
Kctd9,2805.167,1.029,0.0
Wdr6,10505.779,0.89,0.0
E2f1,1996.082,-1.173,0.0
Iqgap3,495.027,1.992,0.0
Fam46b,609.813,1.748,0.0
Pgcp,13322.566,-0.622,0.0
Srr,3963.542,-0.906,0.0
Aldoa,125034.988,-0.754,0.0
Kbtbd11,601.413,-2.416,0.0
Tpm1,26338.523,0.592,0.0
Prc1,1387.219,1.848,0.0
Ddit3,2229.984,-1.206,0.0
Tmem176a,28018.451,-0.694,0.0
Tmem119,4248.429,0.834,0.0
Mt2,83509.625,-0.979,0.0
Xpnpep1,7294.749,0.629,0.0
Ifi27l2a,39828.393,-1.047,0.0
Arhgap29,18655.882,-0.653,0.0
Arhgef1,8335.183,0.674,0.0
Rcn1,11914.293,-0.594,0.0
Nup93,3322.459,0.937,0.0
Col18a1,12441.091,-0.864,0.0
Pros1,16417.917,-0.724,0.0
Cyb5d2,1335.916,-1.331,0.0
Uba7,1056.908,-1.96,0.0
Arl6ip4,2684.624,0.936,0.0
Ttyh3,5013.911,1.011,0.0
3110043O21Rik,3090.269,-0.815,0.0
Basp1,1991.582,1.518,0.0
Appl2,8127.325,-0.892,0.0
Pex16,3048.6,0.785,0.0
Cp,189410.922,-0.617,0.0
Xrcc5,2608.148,1.053,0.0
Nisch,38561.538,-0.729,0.0
Aldh6a1,14251.24,-0.668,0.0
Hgsnat,8223.118,0.684,0.0
Sowahc,3049.208,-0.85,0.0
Agrn,22661.392,-1.161,0.0
Ccna2,959.648,2.266,0.0
Gas6,505782.491,-0.849,0.0
D10Wsu102e,2434.644,0.909,0.0
Fth1,1217789.325,-0.78,0.0
A430105I19Rik,2909.161,1.017,0.0
Prkcsh,15505.745,-0.706,0.0
Higd1a,10371.173,-1.065,0.0
Chst11,9258.77,-0.628,0.0
Ak1,16623.777,-0.793,0.0
Uaca,3109.504,1.087,0.0
Sin3b,8781.848,0.714,0.0
Nxn,4340.134,-0.764,0.0
Ahcyl2,5865.878,-0.809,0.0
Ino80c,1836.378,0.914,0.0
Abca7,2405.04,1.018,0.0
Ccnb1,1021.451,2.114,0.0
Dpy19l1,16891.931,0.765,0.0
Ppt2,2749.865,-0.881,0.0
Ufc1,4436.465,0.73,0.0
Taf1d,1587.354,1.301,0.0
Grk5,4648.561,-0.657,0.0
Erp44,6997.942,-0.719,0.0
Gpi1,63462.471,-0.851,0.0
Abcc5,8753.319,0.647,0.0
Ier3,12671.617,-1.015,0.0
Dhcr24,1094.028,2.176,0.0
Tmem221,254.932,-3.288,0.0
Adora1,2684.566,-1.158,0.0
Nme1,4039.587,0.93,0.0
Dhrs3,9218.753,-0.77,0.0
Olfm1,1221.284,-1.131,0.0
Fggy,2108.261,-0.867,0.0
Col27a1,2976.058,-1.201,0.0
Zrsr1,3710.594,-1.024,0.0
Syncrip,9823.272,0.851,0.0
Khnyn,2822.58,-1.217,0.0
Mfsd7b,991.96,1.372,0.0
Tead2,2853.216,1.131,0.0
Tubb2b,1007.435,1.722,0.0
Ncapd2,2229.636,1.128,0.0
Spata5,1964.855,1.164,0.0
Mapk6,18267.354,0.681,0.0
Serpinb9,3142.997,-1.005,0.0
Ptbp1,18751.254,0.686,0.0
Frmd6,16659.101,0.608,0.0
Fam171a1,7078.59,0.586,0.0
Anxa8,34301.368,-0.772,0.0
Myc,2780.293,0.93,0.0
Atp2b4,14679.26,-1.056,0.0
Scmh1,4128.533,-0.773,0.0
Gas2,684.21,1.76,0.0
Dgka,1071.878,-1.303,0.0
Fhl1,2330.68,1.114,0.0
Arvcf,1786.995,-1.093,0.0
Notch1,3336.245,-1.015,0.0
Cpt1a,12058.94,0.902,0.0
Ccnd1,27231.72,0.672,0.0
Nop56,3045.545,0.951,0.0
Phyhd1,2709.96,-1.035,0.0
Smarca1,362.495,-1.959,0.0
Plod1,31168.07,-0.845,0.0
Atad3a,1992.283,0.88,0.0
Oas2,1908.514,-4.134,0.0
Eif4a3,5997.772,0.645,0.0
Gprc5c,2834.843,-1.084,0.0
Tcf3,6951.877,0.684,0.0
Erh,5034.443,0.941,0.0
0610031J06Rik,10479.594,-0.66,0.0
Prg4,6724.702,-1.876,0.0
Ddx27,2676.432,0.85,0.0
Dtnbp1,4614.139,0.707,0.0
Psmd8,16181.484,0.685,0.0
Oxct1,12069.422,-0.895,0.0
Rad23a,4454.429,-0.688,0.0
Cnnm2,1952.131,-0.977,0.0
Sema3g,301.032,-3.668,0.0
Slc7a10,149.944,-4.605,0.0
Nsg1,8102.569,0.682,0.0
Arrb1,1941.523,-1.213,0.0
Gbe1,6425.162,-1.125,0.0
Fscn1,15672.246,0.768,0.0
Col20a1,152.319,-3.942,0.0
Nat6,3677.328,-1.055,0.0
Fzd9,1149.133,-1.564,0.0
Tmem229b,650.389,-1.463,0.0
Ptk2,5845.555,0.67,0.0
Slc7a2,21982.819,-0.765,0.0
Rras,16922.145,-0.642,0.0
Tacc3,1015.558,1.751,0.0
4930583H14Rik,853.315,-1.815,0.0
Slc16a9,2689.933,-1.111,0.0
Kcnj15,19248.763,-1.08,0.0
Kif22,552.895,2.198,0.0
Tsc22d1,121995.221,-0.769,0.0
Gas1,33156.963,1.113,0.0
Zfp810,1944.177,1.055,0.0
Irf1,3414.814,-1.098,0.0
Dgkz,1986.696,0.905,0.0
Mdm2,12954.517,-0.701,0.0
Hn1,3970.079,0.904,0.0
Eif3i,9985.006,0.695,0.0
Tnfrsf12a,3512.943,1.259,0.0
Ankrd28,11337.786,0.716,0.0
Trim16,1779.231,1.085,0.0
Cd28,787.5,1.408,0.0
H2-M3,1631.091,-1.251,0.0
Adcy7,443.696,2.341,0.0
Timp3,117733.285,-0.889,0.0
A430110N23Rik,5067.88,-1.041,0.0
Maoa,10184.265,0.616,0.0
Plvap,1225.556,-2.001,0.0
B230120H23Rik,5631.686,-0.835,0.0
Pdpn,6718.977,-0.727,0.0
5031425E22Rik,760.191,1.335,0.0
Prmt1,8915.226,0.701,0.0
Ctsk,6125.452,0.874,0.0
Smn1,1482.436,1.008,0.0
AI646023,3548.397,-0.996,0.0
Akr1c14,7964.264,-0.917,0.0
Med25,6154.74,0.856,0.0
Gprasp2,197.214,-3.667,0.0
Lynx1,7967.879,-0.752,0.0
Zadh2,7620.332,0.664,0.0
Trip6,6157.763,0.63,0.0
4732418C07Rik,5053.401,-0.746,0.0
Gstz1,9059.835,-0.776,0.0
Msln,900.867,4.902,0.0
Aen,9227.405,-0.628,0.0
Casp7,1087.055,-1.281,0.0
Creb3l2,5139.788,-0.741,0.0
1700029J07Rik,389.284,-2.197,0.0
Olfml2b,4154.473,-0.828,0.0
Fam171a2,1669.259,1.08,0.0
Srgn,3256.256,-1.237,0.0
Ltbp2,125925.51,-0.954,0.0
Frmd4a,2980.866,1.167,0.0
Bid,2148.488,0.996,0.0
Fchsd2,6954.651,-0.665,0.0
Prss35,1847.513,-1.495,0.0
Sox9,5794.006,-0.793,0.0
